name,price,style,switches,backlit,tenkeyless,connection_type,color
Razer BlackWidow V4,169.99,Gaming,Razer Yellow,RGB,false,Wired,Black
ROCCAT Vulcan 122 AIMO,182.33,Gaming,Roccat Titan Brown,RGB,false,Wired,Silver
Corsair K70 RGB MK.2,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
Razer Huntsman Elite,,Gaming,Razer Red Optical Linear,RGB,false,Wired,Black
Cherry STREAM,22.75,Slim,Cherry SX,,true,Wired,Black
Alienware AW510K Dark side of the moon,129.99,Gaming,Cherry MX Low Profile Red,RGB,false,Wired,Black / Silver
Corsair K55 CORE RGB,39.98,Gaming,,RGB,false,Wired,Gray / Black
HYTE KEEB TKL,179,Gaming,HYTE Fluffy Lavender Linear,RGB,true,Wired,Black / Clear
Razer BlackWidow Chroma V2,,Gaming,Razer Green,RGB,false,Wired,Black
ROCCAT Vulcan TKL,84.99,Gaming,Roccat Titan Red,RGB,true,Wired,Black
Logitech MK320,29.99,Standard,,,false,Wireless,Black
Corsair K70 RGB TKL CHAMPION SERIES,129.99,Gaming,Corsair OPX,RGB,true,Wired,Black
Corsair K70 RGB PRO,169.99,Gaming,Cherry MX Blue,RGB,false,Wired,Black
Razer Huntsman V2,109.99,Gaming,Razer Purple Optical Clicky,RGB,true,Wired,Black
Ducky One 3 Matcha,109,Standard,Cherry MX Red,,true,Wired,Beige / Green
Corsair STRAFE RGB,,Gaming,Cherry MX Red,RGB,false,Wired,Black
Razer Cynosa Lite,49.49,Gaming,,RGB,false,Wired,Black
Logitech G915 LIGHTSPEED TKL,199.99,Gaming,Logitech Low-Profile GL Linear,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
SteelSeries Apex 3,,Gaming,,RGB,true,Wired,Black
SteelSeries Apex 9 Mini,89.99,Gaming,SteelSeries OptiPoint Linear,RGB,true,Wired,Black
Asus ROG Falchion Ace,119.99,Gaming,ROG NX Brown,RGB,true,Wired,White
Corsair K63,,Gaming,Cherry MX Red,Red,true,Wired,Black
Razer BlackWidow Tournament Edition Chroma V2,139.99,Gaming,Razer Green,RGB,true,Wired,Black
Cooler Master CK721,90.13,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Logitech MX KEYS S,99.99,Standard,,,false,"Wired, Wireless, Bluetooth Wireless",White
Asus ROG Strix Scope II 96,174.99,Gaming,ROG NX Storm,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G515 LIGHTSPEED,129.99,Gaming,GL Tactile V2,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Silver
Corsair K70 PRO MINI,,Mini,Cherry MX Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Apple Magic,119.99,Slim,,,false,Bluetooth Wireless,White
Logitech G715,139.99,Gaming,GX Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
NZXT Function 2,93.99,Gaming,NZXT Swift Optical 40g,RGB,true,"Wired, Wired",White
Razer Huntsman V3 Pro,,Gaming,Razer Analog Optical Switch Gen-2,RGB,false,Wired,Black
Keychron K3 Max,124.99,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Gray
Logitech PRO X 60,149.99,Mini,Logitech GX Red Linear,RGB,true,"Wired, Wireless, Bluetooth Wireless",Pink
Razer BlackWidow,,Gaming,Cherry MX Blue,,false,Wired,Black
Corsair K95 RGB PLATINUM XT,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Redragon K596 Vishnu,,Gaming,Outemu Red,RGB,true,Wireless,Black
Akko 5087S Shine-Through,,Standard,Akko CS Jelly Pink Linear,RGB,true,Wired,Black
NZXT Function 2,102.12,Gaming,NZXT Swift Optical 40g,RGB,false,"Wired, Wired",Black
Logitech Signature K650,49.99,Standard,,,false,"Wireless, Bluetooth Wireless",Black
Adesso EasyTouch 625,39.99,Gaming,Kailh Blue,,true,Wired,Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,false,Wired,Black
HP 320K,15.21,Standard,,,false,Wired,Black
IOGEAR GKM571R,,Mini,,,true,Wireless,Black
Asus ROG Falchion Ace,119.99,Gaming,ROG NX Red,RGB,true,Wired,Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,false,Wired,Black
Razer BlackWidow X Chroma Mercury Edition,219,Gaming,Razer Green,RGB,false,Wired,Silver / White
Keychron Q6 Pro,,Gaming,Keychron K Pro Banana,RGB,false,"Wired, Wireless, Bluetooth Wireless",White / Red
Logitech G513 Carbon,149.99,Gaming,GX Blue,RGB,false,Wired,Black
Asus ROG Strix Scope,107.25,Gaming,Cherry MX Brown RGB,RGB,true,Wired,
Logitech G915 X LIGHTSPEED,229.99,Gaming,Logitech Low-Profile GL Tactile,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
Logitech MK295 Silent,,Standard,,,false,"Wired, Wireless",Black
Keychron K4 V2,99.99,Standard,Gateron G Pro Red,RGB,false,"Wired, Bluetooth Wireless",Black / Gray
Mad Catz The Authentic S.T.R.I.K.E. 4,109.98,Gaming,Cherry MX Red,Multicolor,false,Wired,Black / Silver
Keychron Lemokey X3,49.99,Standard,Keychron Red,Red,false,"Wired, Wired",Black / Red
Redragon K598-KNS,,Gaming,Outemu Brown,RGB,true,"Wired, Wired, Wireless",Black
SteelSeries Apex 3,,Gaming,,RGB,true,Wired,Black
Logitech K400,38.99,Slim,,,true,Wireless,Black
Adesso AKB-111UB,17.59,Mini,,,true,Wired,Black
Cooler Master Devastator 3 (2022),,Gaming,,RGB,false,Wired,Black
Corsair K70 RGB RAPIDFIRE,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
Tripp Lite IN3010KB,14.99,Slim,,,false,Wireless,White
iKBC CD87 V2,79.98,Standard,Cherry MX Red,,true,Wired,Black
Cooler Master SK622,97.13,Gaming,TTC Red Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black
NZXT Function 2,94.78,Gaming,NZXT Swift Optical 40g,RGB,true,"Wired, Wired",Black
Corsair K95 RGB PLATINUM,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
Thermaltake ARGENT K6,199.99,Gaming,Cherry MX Low Profile Red,RGB,false,Wired,
Logitech MK345,,Standard,,,false,Wireless,Black / Blue
RK Royal Kludge RK71,,Gaming,RK Brown,RGB,true,Bluetooth Wireless,Black
CyberPowerPC Skorpion K2,,Gaming,CP Kontact Blue,RGB,false,Wired,Black
Logitech MK520,52.99,Ergonomic,,,false,Wireless,Black
Ducky One 3 Matcha,114,Standard,Cherry MX Speed Silver,,true,Wired,Beige / Green
Microsoft ANB-00006,,Slim,,,false,Wired,Black
Razer BlackWidow V3,,Gaming,Razer Yellow,RGB,false,Wired,Black
Keychron K3 V2 Ultra-slim,93.99,Standard,Keychron Optical Red Low Profile (Hot-Swappable),RGB,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Logitech G915 Lightspeed,,Gaming,Logitech GL Tactile,RGB,false,"Wireless, Bluetooth Wireless",Black
Logitech MK540 Advanced,,Standard,,,false,"Wired, Wireless",Black
Razer BlackWidow Elite,218.72,Gaming,Razer Yellow,RGB,false,Wired,Black
Asus ROG Strix Flare II Animate,149.99,Gaming,ROG NX Brown,RGB,false,Wired,Black
Microsoft WTA-00001,769.95,Ergonomic,,,false,Wireless,Black / Silver
FNATIC miniSTREAK RGB,299,Gaming,Cherry MX Silent Red,RGB,true,Wired,Black
Keychron K2 Plastic,79.98,Standard,Gateron G Pro Blue,White,true,Wireless,Black / Gray
Logitech K380,39.99,Standard,,,true,Bluetooth Wireless,Pink
Razer Blackwidow Ultimate 2013,251.66,Gaming,Cherry MX Blue,Green,false,Wired,Black
Cooler Master MS110,,Gaming,,RGB,false,Wired,Black
ROCCAT Vulcan TKL Pro,151.99,Gaming,Roccat Titan Optical,RGB,true,Wired,White / Silver
Patriot Viper V765,,Gaming,Kailh BOX White,RGB,false,Wired,Silver / Black
Logitech G515 LIGHTSPEED,135.11,Gaming,GL Linear V2,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech Wave Keys,59.99,Ergonomic,,,false,"Wired, Wireless",Black
Logitech PRO X,199.99,Gaming,Logitech GX Brown Tactile,RGB,true,"Wired, Wired, Wireless, Bluetooth Wireless",Pink
Logitech K845,59.99,Standard,TTC Blue,White,false,Wired,Black
Keychron K3 V2 Ultra-slim,83.99,Standard,Keychron Optical Red Low Profile (Hot-Swappable),RGB,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Keychron Q6 Max QMK/VIA,,Standard,Gateron Jupiter Red,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / White
NZXT Function Tenkeyless,105.65,Gaming,Gateron Red,RGB,true,Wired,White / Black
Rosewill BLITZ K50 RGB,39.99,Gaming,Outemu Brown,RGB,false,Wired,Black / Silver
HP HyperX Alloy Core,,Gaming,,RGB,false,Wired,Black
Deco Gear DGMECHBRD100,39.99,Gaming,Outemu Blue,RGB,false,Wired,Black
Logitech Wave Keys MK670,75.44,Ergonomic,,,false,"Wired, Wireless, Bluetooth Wireless",Black
MSI VIGOR GK20,35.98,Gaming,,RGB,false,Wired,Black
SIIG JK-WR0T12-S1,16.88,Standard,,,false,Wireless,Black
Asus ROG Falchion,136.63,Gaming,Cherry MX Brown RGB,RGB,true,"Wired, Wireless",Black
Das Keyboard 4 Professional,179,Standard,Cherry MX Brown,,false,Wired,Black / Red
V7 CKW200US,23.49,Standard,,,false,Wireless,Black
Logitech G815,169.99,Gaming,Logitech GL Tactile,RGB,false,Wired,White / Silver
Tecware Phantom RGB,49.99,Gaming,Outemu Blue,RGB,true,Wired,Black
Gigabyte AORUS K1,,Gaming,Cherry MX Red,RGB,false,Wired,Black
Logitech POP Keys Cosmos,99.99,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Purple
Corsair K63 (MX Red w/Blue LED),,Gaming,Cherry MX Red,Blue,true,Wireless,
IOGEAR KORONA KORE II,42.99,Gaming,,RGB,false,Wired,Black
Logitech K740,349.79,Slim,,White,false,Wired,Black
Logitech MX KEYS MINI,90.99,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Black
Asus ROG Strix Flare II,179,Gaming,ROG NX Red,RGB,false,Wired,Black
Logitech PRO X 60,149.99,Mini,Logitech GX Red Linear,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Redragon K585 DITI,36.99,Gaming,Outemu Blue,RGB,false,Wired,Black
Razer DeathStalker V2,169.99,Gaming,Razer Red Low-Profile Optical Linear,RGB,false,Wired,Black
Das Keyboard Model S Professional,129,Standard,Cherry MX Blue,,false,Wired,Black
Redragon K550-W RGB Yama,,Gaming,Outemu Purple,RGB,false,Wired,White
Ducky ONE 3,,Gaming,Cherry MX Blue RGB,RGB,false,Wired,White
Keychron Q1 Pro,,Standard,Keychron K Pro Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Redragon K550 RGB YAMA,,Gaming,Outemu Purple,RGB,false,Wired,Black
SteelSeries Apex Pro Mini Wireless,,Gaming,SteelSeries OmniPoint 2.0,RGB,true,"Wireless, Bluetooth Wireless",Black
AZIO Large Print Tri-Color Illuminated Keyboard,33.99,Ergonomic,,Multicolor,false,Wired,Black
Cooler Master CK720 US,73.34,Gaming,Kailh Box Red V2,RGB,true,Wired,Silver / White
Razer Pro Type Ultra - UK,,Standard,Razer Yellow,White,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
Logitech POP Keys Blast,59.99,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Yellow / Black
Logitech Signature MK650,69.99,Standard,,,false,"Wired, Wireless, Bluetooth Wireless",Black
Lenovo Legion K500 RGB,89.99,Gaming,Kailh Red,RGB,false,Wired,Black
Cooler Master SK620,,Gaming,TTC Brown,RGB,true,Wired,Gray / Black
Logitech ERGO K860,129.99,Ergonomic,,,false,"Wired, Wireless, Bluetooth Wireless",
Logitech Pebble 2,44.75,Standard,,,true,"Wired, Wireless, Bluetooth Wireless",Black
ROCCAT Magma,48,Gaming,,RGB,false,Wired,Black
Corsair K70 CORE,99.99,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Gray / Black
Logitech MX KEYS S,199.99,Slim,,White,false,"Wired, Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX Mechanical,156.8,Slim,Kailh Choc V2 Red,White,false,Wireless,
SteelSeries Apex Pro TKL (2023),,Gaming,SteelSeries OmniPoint 2.0,RGB,true,Wired,Black
Logitech G713,147.99,Gaming,GX Red,RGB,true,"Wired, Wired",White
Corsair K70 LUX RGB,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Logitech K830,371.87,Slim,,White,true,Wireless,Black
Ducky One 2 Mini,,Standard,Cherry MX Speed Silver,RGB,true,Wired,White / Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,false,Wired,Black
DROP MDX-31827-9,,Gaming,Kailh Halo True,RGB,true,"Wired, Wired",Black
HP 355,,Standard,,,true,Bluetooth Wireless,Black
Razer Huntsman,,Gaming,Razer Purple,RGB,false,Wired,Black
RK Royal Kludge RK71,,Gaming,RK Brown,RGB,true,Bluetooth Wireless,White
Asus ROG Strix Flare PNK LTD,,Gaming,Cherry MX Red,RGB,false,Wired,Pink / White
Keychron K8 Aluminum Frame,,Standard,Gateron G Pro Brown Hot-swappable,,true,"Wired, Bluetooth Wireless",Black / Gray
ROCCAT Pyro,99.99,Gaming,TTC Red,RGB,false,Wired,Black
HP HyperX Alloy Origins,,Gaming,HyperX Red,RGB,false,Wired,Black
Keychron C2 Pro V1 Hotswap,84,Standard,Keychron K Pro Red,RGB,false,Wired,Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Corsair K70 RGB PRO,179.99,Gaming,Corsair OPX,RGB,false,Wired,Black
MSI VIGOR GK71 SONIC,89.99,Gaming,MSI Sonic Blue,RGB,false,Wired,Black
Logitech MK335,34.99,Standard,,,false,"Wired, Wireless",Black
Adesso EasyTouch 132,18.98,Standard,,,false,Wired,Black / Yellow
Cooler Master SK620,37.86,Gaming,TTC Red,RGB,true,Wired,Silver / White
NZXT Function Tenkeyless,158.65,Gaming,Gateron Red,RGB,true,Wired,Black
HP 631341-B21,32.77,Standard,,,false,Wired,Black
Redragon K552-RGB,,Gaming,Outemu Blue,RGB,true,Wired,Black
Corsair K55 CORE RGB,,Gaming,,RGB,false,Wired,Black
Perixx PERIBOARD-407W,19.98,Mini,,,false,Wired,White
Logitech K350,,Ergonomic,,,false,Wireless,Black
Asus ROG CLAYMORE II,,Gaming,ROG RX Red Optical,RGB,false,Wireless,Black
Logitech PRO X 60,149.99,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
ROCCAT Vulcan TKL Pro,171.32,Gaming,Roccat Titan Optical,RGB,true,Wired,Black
Asus ROG Falchion,129.99,Gaming,ROG NX Blue,RGB,true,"Wired, Wireless",Black
Corsair K65 RGB,,Gaming,Cherry MX Red,RGB,true,Wired,Black
Ducky One 2 Mini,,Standard,Cherry MX Red,RGB,true,Wired,White / Black
Asus TUF Gaming Combo K1 & M3,,Gaming,,RGB,false,Wired,Gunmetal
Corsair K70 CORE w/Palmrest,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Black
Keychron K5 Pro,,Gaming,Gateron Low-Profile Red (Hot-Swappable),RGB,false,"Wired, Bluetooth Wireless",Black / Red
Cooler Master SK620,39.99,Gaming,TTC Blue,RGB,true,Wired,Gray / Black
SteelSeries Apex 7,175.14,Gaming,SteelSeries QX2 Blue,RGB,false,Wired,Black
Cooler Master CK721,77.95,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Kensington Pro Fit Ergo,39.83,Ergonomic,,,false,Wireless,Black
Drevo BladeMaster TE RGB,,Gaming,Gateron Blue,RGB,true,Wired,Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,true,Wired,Black
Rosewill HKM100,14.49,Standard,,,false,Wired,Black
Razer Battlefield 4 BlackWidow Ultimate,295,Gaming,Cherry MX Blue,Orange,false,Wired,Black
Cooler Master CK720 US,49.95,Gaming,Kailh Box White V2,RGB,true,Wired,Silver / White
SteelSeries Apex 3,,Gaming,,RGB,true,Wired,Black
Logitech G13,519.15,Gaming,,RGB,true,Wired,Black
Keychron K2 Hot-swappable,,Gaming,Gateron Brown,RGB,true,Wireless,Black / White
Kinesis Gaming KB600,339,Ergonomic,Cherry MX Brown,,true,Wired,Black / Blue
Gigabyte Aorus K9,,Standard,Flaretech Red,RGB,false,Wired,Black
HP HyperX Alloy FPS Pro,,Gaming,Cherry MX Red,Red,true,Wired,Black
Redragon K615 Elise,,Mini,Outemu Blue Low Profile,RGB,true,Wired,Black
Logitech PRO X RAPID,,Gaming,Logitech Magnetic Analog,RGB,true,Wired,Black
Logitech G915 TKL,149.99,Gaming,GL Clicky,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Corsair K70 RGB PRO UK,,Gaming,Cherry MX Red,RGB,false,Wired,Black
Thermaltake W1,109.99,Standard,Cherry MX Red,,false,"Wired, Wireless, Bluetooth Wireless",Black
A4Tech 9300F,,Ergonomic,,,false,Wireless,Black
Ducky ONE 3,,Gaming,Cherry MX Brown RGB,RGB,false,Wired,Black
IQUNIX F97 Hitchhiker,239.99,Gaming,IQUNIX Moonstone Turbo,RGB,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
Logitech G710,319.92,Gaming,Cherry MX Blue,White,false,Wired,Black / Blue
IQUNIX ZX75 Gravity Wave,199.99,Gaming,TTC Speed Silver,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Yellow
Keychron Q6 Pro,229.99,Gaming,Keychron K Pro Brown,RGB,false,"Wired, Wireless, Bluetooth Wireless",White / Red
Keychron K5 Max,239.99,Standard,Gateron Low-Profile Red,White,false,"Wired, Wireless, Bluetooth Wireless",Black / Gray
ROCCAT VULCAN 120 AIMO,135.44,Gaming,Roccat Titan Brown,RGB,false,Wired,Black
Logitech G512 CARBON,,Gaming,GX Red,RGB,false,Wired,Black
Logitech Wireless Combo MK260,56.94,Standard,,,false,Wireless,Black
Razer BlackWidow Chroma,,Gaming,Razer Green,RGB,false,Wired,Black
Logitech G413 Silver,,Gaming,Romer-G Tactile,White,false,Wired,Silver
Keychron K6,,Standard,Gateron G Pro Brown Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Corsair K55 CORE RGB,,Gaming,,RGB,false,Wired,Black
Cherry MX 10.0N,169.99,Slim,Cherry MX Low Profile Speed Silver,RGB,false,Wired,Black
Cooler Master CK720 US,76.81,Gaming,Kailh Box Red V2,RGB,true,Wired,Gray / Black
Lenovo 510,48.09,Standard,,,false,"Wired, Wireless",White
Mad Catz The Authentic S.T.R.I.K.E. 2,65.52,Gaming,,Multicolor,false,Wired,Black
Kensington Pro Fit Wireless Media Desktop Set,42.25,Ergonomic,,,false,Wireless,Black
MSI VIGOR,,Gaming,Kailh BOX White,RGB,false,Wired,Black / Gray
Razer BlackWidow V3 - Halo Infinite,198.89,Gaming,Razer Green,RGB,false,Wired,Green / Black
Logitech Signature K650,49.99,Standard,,,false,"Wired, Wireless, Bluetooth Wireless",White
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Cobra Polygon,,Gaming,,,false,Wired,Black / Blue
SteelSeries Apex 7 TKL,189.26,Gaming,SteelSeries QX2 Blue,RGB,true,Wired,Black
Corsair K55 CORE RGB,,Gaming,,RGB,false,Wired,Black
Logitech G105,229,Gaming,,Blue,false,Wired,Black
Logitech G910 Orion Spark,,Gaming,Romer-G Tactile,RGB,false,Wired,Black
Asus ROG Falchion,141.75,Gaming,Cherry MX Blue RGB,RGB,true,"Wired, Wireless",Black
Das Keyboard 6 Professional,199,Standard,Cherry MX Brown,White,false,Wired,Black
HP OMEN 1100,92,Gaming,Greetech Blue,Red,false,Wired,Black / Red
Keychron K13 Pro,99.99,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Black / Red
Dell KB212-B,52.25,Standard,,,false,Wired,Black
Cooler Master MK730,,Gaming,Cherry MX Red,RGB,true,Wired,Black
Akko 5087S Shine-Through,,Standard,Akko CS Jelly Pink Linear,RGB,true,Wired,White
Logitech K120,16.98,Standard,,,false,Wired,Black
Razer BlackWidow V4 X,129.99,Gaming,Razer Yellow,RGB,false,Wired,Black
SteelSeries Apex Pro TKL (2023),,Gaming,SteelSeries OmniPoint 2.0,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Patriot Viper V770,,Gaming,Kailh Red,RGB,false,Wired,Black
Logitech G Pro X,,Gaming,Logitech GX Blue Clicky,RGB,true,Wired,Black
Keychron K2 V2 Aluminum,,Standard,Gateron G Pro Red,RGB,true,Wireless,Black / Gray
Logitech MK295 Silent,,Standard,,,false,"Wired, Wireless",Black
Verbatim 99793,17.7,Slim,,,false,Wireless,Black
Favi FE01-BL,28.99,Mini,,,true,Wireless,Black
V7 KU200US,,Standard,,,false,Wired,Black
Razer Tartarus Pro,109.99,Ergonomic,Razer Red Optical Linear,RGB,true,Wired,White / Gray
HP 450,44.99,Standard,,,false,"Wired, Wireless",Black
HP HyperX Alloy Origins,109.99,Gaming,HyperX Blue,RGB,false,Wired,Black
MSI VigorGK30W,,Gaming,,RGB,false,Wired,White
Logitech MK710,78.23,Ergonomic,,,false,Wireless,Black
Logitech MK120-TAA,,Standard,,,false,Wired,Black
Corsair K95 RGB PLATINUM,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Redragon K551-RGB,,Gaming,Outemu Blue,RGB,false,Wired,Black
Logitech MX Mechanical Mini,107.99,Slim,Kailh Choc V2 Brown,White,true,Wireless,
Logitech PRO X RAPID,,Gaming,Logitech Magnetic Analog,RGB,true,Wired,White
Logitech G Pro League of Legends,99.99,Gaming,GX Brown,RGB,true,Wired,Blue / Black
Logitech K120-TAA Keyboard,35,Standard,,,false,Wired,Black
Logitech K360,24.99,Mini,,,false,Wireless,Black
Cooler Master CK552,109.99,Gaming,Gateron Red,RGB,false,Wired,Black
Keychron K2 Plastic,89.99,Standard,Gateron G Pro Red,RGB,true,Wireless,Black / Gray
Lenovo 300,28.88,Standard,,,false,"Wired, Wireless",Black
Keychron K5 Max,114.99,Standard,Gateron Low-Profile Red,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Ducky ONE 3,,Gaming,Cherry MX Silent Red RGB,RGB,false,Wired,Black
Logitech MK470,37.11,Slim,,,false,"Wired, Wireless",White / Gray
Keychron K2 Plastic,,Standard,Gateron G Pro Red,White,true,Wireless,Black / Gray
Corsair K95 RGB PLATINUM XT,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
ROCCAT Vulcan TKL,78.27,Gaming,Roccat Titan Brown,RGB,true,Wired,Black
Das Keyboard X50Q,104.99,Gaming,Gamma Zulu Tactile,RGB,false,Wired,Black
Logitech MX Mechanical Mini,129.99,Slim,Kailh Choc V2 Red,White,true,Wireless,
Keychron K2 V2 Aluminum,99.99,Standard,Gateron G Pro Blue,RGB,true,Wireless,Black / Gray
Logitech Pedbble Keys 2 K380S,37.99,Standard,,,true,Bluetooth Wireless,Black
Adesso AKB-160UB,32.88,Ergonomic,,,false,Wired,Black
MSI VIGOR GK50 LOW PROFILE,93,Gaming,Kailh Blue Low Profile,RGB,false,Wired,Silver / Black
NZXT Function 2,,Gaming,NZXT Swift Optical 40g,RGB,false,"Wired, Wired",White
Cooler Master SK653,,Gaming,TTC Blue Low Profile,RGB,false,Bluetooth Wireless,White / Silver
Ducky ONE 3,,Gaming,Cherry MX Red RGB,RGB,false,Wired,White
Redragon Karura K502,,Gaming,,RGB,false,Wired,Black
Corsair K60 RGB Pro,,Gaming,Cherry Viola,RGB,false,Wired,Black
Akko 5087S Shine-Through,,Standard,Akko CS Jelly Purple Tactile,RGB,true,Wired,Black
Razer Pro Type Ultra - DE,,Standard,Razer Yellow,White,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
Keychron Q3 Pro Special Edition,,Standard,Keychron K Pro Red,RGB,true,"Wired, Bluetooth Wireless",Green / Yellow
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G713,117.99,Gaming,GX Blue,RGB,true,"Wired, Wired",White
Corsair K70 RGB PRO UK,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Corsair K70 CORE,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Black
Asus ROG Strix Flare II,114.99,Gaming,ROG NX Blue,RGB,false,Wired,Black
Adesso AKB-138EB,33.02,Gaming,,RGB,false,Wired,Black
Cooler Master SK653,,Gaming,TTC Red Low Profile,RGB,false,Bluetooth Wireless,Gray / Black
Ducky ONE 3 AURA,129,Gaming,Cherry MX Red RGB,RGB,false,Wired,Black
Logitech POP Keys Daydream,69.98,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",White / Green
Cooler Master SK622,79.17,Gaming,TTC Blue Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black
Logitech MX KEYS MINI,87.9,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
Logitech G915 LIGHTSPEED TKL,199.99,Gaming,Logitech Low-Profile GL Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Silver
Logitech G915 X LIGHTSPEED,229.99,Gaming,Logitech Low-Profile GL Clicky,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
EVGA Z20,,Gaming,LK Light Strike Linear,RGB,false,Wired,Black
GAMDIAS HERMES E3,34.99,Gaming,Outemu Blue,RGB,true,Wired,Black
HP 200,20.99,Standard,,,false,Wired,Black
