name,price,capacity,price_per_gb,type,cache,form_factor,interface
Seagate FireCuda 530,93.98,1000,0.094,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf NAS,219,14000,0.016,7200,256,3.5,SATA 6.0 Gb/s
Western Digital Blue,59.99,3000,0.02,5400,256,3.5,SATA 6.0 Gb/s
Toshiba DT01ACA100,,1000,,7200,32,3.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen5 12000,239.99,2000,0.12,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Toshiba MG10 512e,339.99,20000,0.017,7200,512,3.5,SATA 6.0 Gb/s
Toshiba MQ01ABD032,12.48,320,0.039,5400,8,2.5,SATA 3.0 Gb/s
Seagate Exos X20,378.98,20000,0.019,7200,256,3.5,SATA 6.0 Gb/s
Samsung 960 Evo,74.98,250,0.3,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Green,33.77,240,0.141,SSD,,2.5,SATA 6.0 Gb/s
Solidigm P41 Plus,140.48,2000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M480 PRO,285.99,4000,0.071,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro NAS,329.99,16000,0.021,7200,256,3.5,SATA 6.0 Gb/s
Silicon Power UD85,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA SU630,30.58,240,0.127,SSD,,2.5,SATA 6.0 Gb/s
Kingston A2000,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Barracuda Compute,74.98,4000,0.019,5400,256,3.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,94.99,1000,0.095,SSD,,2.5,SATA 6.0 Gb/s
FanXiang S500 Pro,38.99,512,0.076,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KingSpec XG7000,127,2000,0.064,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital AV-GP,,1000,,5400,64,3.5,SATA 6.0 Gb/s
MSI SPATIUM M460,74.99,1000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KIOXIA EXCERIA PLUS G3,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda,81.5,2000,0.041,5400,128,2.5,SATA 6.0 Gb/s
Patriot Viper VP4300 Lite,224.99,4000,0.056,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power A55,92.99,2000,0.046,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue,34.95,1000,0.035,7200,64,3.5,SATA 6.0 Gb/s
FanXiang S880,79.98,1000,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP700 PRO w/Heatsink,546.4,4000,0.137,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Crucial MX500,44.99,250,0.18,SSD,256,2.5,SATA 6.0 Gb/s
Lexar NM710,118.99,2000,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro NAS,229.99,12000,0.019,7200,256,3.5,SATA 6.0 Gb/s
Sabrent Rocket Q,,8000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot P400 Lite,34.99,500,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Leven JS600,179.99,4000,0.045,SSD,,2.5,SATA 6.0 Gb/s
Crucial T500,72.98,500,0.146,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Surveillance HDD,79,1000,0.079,5400,64,3.5,SATA 6.0 Gb/s
Transcend 250S,142.65,2000,0.071,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 860 Evo,88.13,250,0.353,SSD,512,2.5,SATA 6.0 Gb/s
SanDisk Ultra 3D,649.99,4000,0.162,SSD,,2.5,SATA 6.0 Gb/s
Kingston Fury Renegade,59.99,500,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue SA510,66,1000,0.066,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,191.44,8000,0.024,7200,256,3.5,SATA 6.0 Gb/s
Patriot Burst Elite,82.99,1920,0.043,SSD,,2.5,SATA 6.0 Gb/s
MSI SPATIUM M480 PRO,74.99,1000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 970 Pro,199.99,512,0.391,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 530R,129.99,2000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP44Q,62.99,1000,0.063,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial T705 W/Heatsink Limited Edition,288,2000,0.144,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Kingston KC600,34.24,256,0.134,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Vulcan Z,16.99,256,0.066,SSD,,2.5,SATA 6.0 Gb/s
Samsung 960 Pro,689.95,2000,0.345,SSD,2048,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda,82.37,3000,0.027,7200,64,3.5,SATA 6.0 Gb/s
Seagate FireCuda,79.48,2000,0.04,,64,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO LPX,149.99,2000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Leven JS600,13.99,128,0.109,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea Z44L,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP700 PRO,514.99,4000,0.129,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Samsung 980 Pro,129.99,250,0.52,SSD,512,M.2-2280,M.2 PCIe 4.0 X4
HP FX900 Pro,129.99,2000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD_BLACK,56.99,1000,0.057,7200,64,3.5,SATA 6.0 Gb/s
Sabrent Rocket 4 Plus,499.99,4000,0.125,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Plus,239.99,12000,0.02,7200,256,3.5,SATA 6.0 Gb/s
Western Digital Green SN350,59.99,480,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket 5,189.99,1000,0.19,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital WD Blue SN5000,74.98,1000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba N300,855.35,14000,0.061,7200,512,3.5,SATA 6.0 Gb/s
Crucial P5 Plus,,500,,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue SA510,267.99,4000,0.067,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,239.99,12000,0.02,7200,256,3.5,SATA 6.0 Gb/s
Inland Performance Plus,89.99,1000,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA Legend 710,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Solidigm P44 Pro,106.93,1000,0.107,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP33 PRO,39.99,512,0.078,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lenovo S4520,,7680,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,29.99,240,0.125,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512e/4Kn,109.99,6000,0.018,7200,256,3.5,SATA 6.0 Gb/s
Sabrent Rocket 5,339.99,2000,0.17,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Kingston NV1,73.9,1000,0.074,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda Q5,61.98,1000,0.062,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black SN850,127.99,1000,0.128,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 860 Pro,969.99,4000,0.242,SSD,4096,2.5,SATA 6.0 Gb/s
SK Hynix Gold P31,147.99,2000,0.074,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP700,164.99,1000,0.165,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Seagate Barracuda Compute,64.98,2000,0.032,7200,256,3.5,SATA 6.0 Gb/s
Samsung 860 Evo,220,2000,0.11,SSD,2048,2.5,SATA 6.0 Gb/s
PNY CS1030,83.29,1000,0.083,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power P34A60,53.97,1000,0.054,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos X22,459.99,22000,0.021,7200,512,3.5,SATA 6.0 Gb/s
Crucial T500 W/Heatsink,102.95,1000,0.103,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Plus,159.99,8000,0.02,5640,128,3.5,SATA 6.0 Gb/s
Kingston A2000,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Verbatim Vi5000,132.11,2000,0.066,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD Blue SN5000,119.99,2000,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force Vulcan Z,27.99,480,0.058,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP600,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Leven JPS600,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,99.99,6000,0.017,5400,256,3.5,SATA 6.0 Gb/s
Corsair MP600 Force Series Gen4,170.4,1000,0.17,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AORUS Gen4 7300,289.05,2000,0.145,SSD,2048,M.2-2280,M.2 PCIe 4.0 X4
Klevv CRAS C910,199.99,4000,0.05,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Plus,139.49,6000,0.023,5400,256,3.5,SATA 6.0 Gb/s
Samsung 860 QVO,102.59,1000,0.103,SSD,,2.5,SATA 6.0 Gb/s
Samsung 850 Pro,112.4,256,0.439,SSD,,2.5,SATA 6.0 Gb/s
VisionTek 901414,1565.2,8000,0.196,SSD,,2.5,SATA 6.0 Gb/s
Crucial T700 W/Heatsink,162.99,1000,0.163,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Samsung 970 Pro,315.99,1000,0.316,SSD,1024,M.2-2280,M.2 PCIe 3.0 X4
Intel 660p,78,512,0.152,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NX-2280,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NQ710,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 850 Evo,234.45,1000,0.234,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power A55,29.79,512,0.058,SSD,,M.2-2280,M.2 SATA
Kingston NV3,42.99,500,0.086,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 PRO LPX,908.99,8000,0.114,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP QX,94.99,2000,0.047,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black AN1500,329,4000,0.082,SSD,,PCIe,PCIe x8
Western Digital DC HC530,225,14000,0.016,7200,512,3.5,SATA 6.0 Gb/s
Silicon Power A55,21.98,256,0.086,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP GX2,29.99,512,0.059,SSD,,2.5,SATA 6.0 Gb/s
Crucial P310,139.99,2000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP700 PRO w/Heatsink,239.99,2000,0.12,SSD,,M.2-2280,M.2 PCIe 5.0 X4
SanDisk SSD PLUS,69.99,1000,0.07,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Gold,419.99,20000,0.021,7200,512,3.5,SATA 6.0 Gb/s
Silicon Power UD85,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Plus,161.41,8000,0.02,5640,256,3.5,SATA 6.0 Gb/s
Kingston Fury Renegade with Heat Sink,168.99,2000,0.084,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 PRO NH,153.99,2000,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda,55.5,1000,0.056,5400,128,2.5,SATA 6.0 Gb/s
Crucial T500 W/Heatsink,164.75,2000,0.082,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force Cardea Z540,239.99,2000,0.12,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Seagate Exos X20,448.35,18000,0.025,7200,256,3.5,SATA 6.0 Gb/s
KIOXIA EXCERIA PLUS G3,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA Legend 710,71.28,1000,0.071,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP700,289.99,2000,0.145,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital VelociRaptor,60.98,1000,0.061,10000,64,2.5,SATA 6.0 Gb/s
Samsung 970 Evo,239,2000,0.119,SSD,2048,M.2-2280,M.2 PCIe 3.0 X4
Samsung 970 Evo,104.99,250,0.42,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG GAMMIX S70 Blade,799.99,8000,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte AORUS,,8000,,SSD,,PCIe,PCIe x16
Verbatim Vi3000,107.73,2000,0.054,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG SPECTRIX S40G RGB,193.77,1000,0.194,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NX-2280,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SanDisk SSD PLUS,124.99,2000,0.062,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Green,64,1000,0.064,SSD,,2.5,SATA 6.0 Gb/s
Sabrent Rocket 4.0,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Asus ROG Strix SQ7,,1000,,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf NAS,217,10000,0.022,7200,256,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,199,8000,0.025,7200,256,3.5,SATA 6.0 Gb/s
Leven JPS800,55.99,1000,0.056,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung PM893,1048.9,7680,0.137,SSD,,2.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,271.83,8000,0.034,7200,256,3.5,SATA 6.0 Gb/s
Intel 320,,600,,SSD,,2.5,SATA 3.0 Gb/s
Hitachi 0B36040,69.98,4000,0.017,7200,256,3.5,SATA 6.0 Gb/s
Patriot P310,19.79,240,0.082,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Klevv CRAS C710,33.99,512,0.066,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot P310,94.99,1920,0.049,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red Pro,359,18000,0.02,7200,512,3.5,SATA 6.0 Gb/s
Western Digital Black SN850,189.99,2000,0.095,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power US75,69.79,1000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force Cardea A440 Pro,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda,135.93,2000,0.068,,,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,28,500,0.056,5400,32,3.5,SATA 6.0 Gb/s
Silicon Power US75,117.99,2000,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial P5,129.99,1000,0.13,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP GX2,55.99,1000,0.056,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC520,329.99,12000,0.027,7200,,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO XT,181.99,2000,0.091,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA LEGEND 960 MAX,79.98,1000,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland TN450,69.98,1000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Surveillance HDD,,1000,,5900,64,3.5,SATA 6.0 Gb/s
Kingston A2000,,250,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP QX,48.99,1000,0.049,SSD,,2.5,SATA 6.0 Gb/s
Western Digital AV-GP,,500,,5400,32,3.5,SATA 3.0 Gb/s
Silicon Power A55,28.64,128,0.224,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP EX2,,16000,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital AV-GP,37.99,2000,0.019,5400,64,3.5,SATA 6.0 Gb/s
Crucial T705 W/Heatsink,201.98,1000,0.202,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Samsung 860 Evo,379.99,4000,0.095,SSD,4096,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,141.86,4000,0.035,5400,128,2.5,SATA 6.0 Gb/s
Samsung 990 EVO Plus,344.99,4000,0.086,SSD,,M.2-2280,M.2 PCIe 5.0 X2
TEAMGROUP T-FORCE G70 PRO Graphene,74.99,1000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte AORUS Gen5 14000,,4000,,SSD,8192,M.2-2280,M.2 PCIe 5.0 X4
Seagate BarraCuda,129.94,6000,0.022,5400,256,3.5,SATA 6.0 Gb/s
Corsair MP600 GS,134.29,2000,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP QX,30.99,512,0.061,SSD,,2.5,SATA 6.0 Gb/s
Crucial P2,179.99,2000,0.09,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel 670p,55.89,512,0.109,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 960 Evo,146.03,500,0.292,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force GC PRO,399.99,4000,0.1,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Seagate BarraCuda Pro Compute,49.59,1000,0.05,7200,128,2.5,SATA 6.0 Gb/s
HP FX900 Pro,71.95,1000,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 840 Evo,142.44,250,0.57,SSD,,2.5,SATA 6.0 Gb/s
Crucial P5 Plus W/Heatsink,158.41,2000,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 540,169.99,1000,0.17,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Blue,96.99,500,0.194,SSD,,M.2-2280,M.2 SATA
SanDisk SSD PLUS,38.58,480,0.08,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,145,6000,0.024,7200,256,3.5,SATA 6.0 Gb/s
Leven JS600,26.99,512,0.053,SSD,,2.5,SATA 6.0 Gb/s
Inland Performance Plus,859.99,8000,0.107,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP CX2,47.99,1000,0.048,SSD,,2.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,114.99,2000,0.057,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos X16,419.89,16000,0.026,7200,256,3.5,SATA 6.0 Gb/s
Intel D3-S4510,1250.45,7680,0.163,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP600 PRO LPX,149.99,2000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos X18,299.99,16000,0.019,7200,256,3.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S70 Blade,279.99,4000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston Fury Renegade with Heat Sink,325.99,4000,0.081,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black SN750 SE,59.97,500,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Gold,459.99,22000,0.021,7200,512,3.5,SATA 6.0 Gb/s
Patriot Burst Elite,27.99,480,0.058,SSD,,2.5,SATA 6.0 Gb/s
KIOXIA EXCERIA,47.96,480,0.1,SSD,,2.5,SATA 6.0 Gb/s
Seagate Archive HDD v2,160.88,5000,0.032,5900,128,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,404.45,20000,0.02,7200,512,3.5,SATA 6.0 Gb/s
Crucial P1,70.88,500,0.142,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AORUS Gen4 7000s,246.9,2000,0.123,SSD,2048,M.2-2280,M.2 PCIe 4.0 X4
Kingston SSDNow V300,68.2,120,0.568,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue SN550,34.44,250,0.138,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red,97.37,4000,0.024,5400,256,3.5,SATA 6.0 Gb/s
Toshiba MQ04ABF100,33.49,1000,0.033,5400,128,2.5,SATA 6.0 Gb/s
Intel 670p,144.09,2000,0.072,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte GP-GSM2NE3256GNTD,32.79,256,0.128,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba DT01ACA200,,2000,,7200,64,3.5,SATA 6.0 Gb/s
ADATA SU630,32.99,480,0.069,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Green,,120,,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,249,14000,0.018,7200,256,3.5,SATA 6.0 Gb/s
PNY CS900,109.99,2000,0.055,SSD,,2.5,SATA 6.0 Gb/s
Sabrent Rocket 4,93.75,1000,0.094,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force Delta Max White RGB Lite,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Lexar NM790 w/Heatsink,81.99,1000,0.082,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Intenso High Performance,18.7,120,0.156,SSD,,2.5,SATA 6.0 Gb/s
Kingston KC600,60.26,512,0.118,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red Pro,442,22000,0.02,7200,512,3.5,SATA 6.0 Gb/s
Silicon Power XS70,259.99,4000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,50.9,250,0.204,SSD,,2.5,SATA 6.0 Gb/s
Lexar NM620,91.99,256,0.359,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Cardea Z540,142.99,1000,0.143,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Gigabyte AORUS Gen4,169,1000,0.169,SSD,2048,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG SX8200 Pro,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue SN5000,279.99,4000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KIOXIA EXCERIA G2,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Enmotus FuzeDrive,,1550,,SSD,131072,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 530 w/Heatsink,165.54,2000,0.083,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro NAS,349.99,18000,0.019,7200,256,3.5,SATA 6.0 Gb/s
Gigabyte Gen3 2500E,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba DT01ACA050,21.03,500,0.042,7200,32,3.5,SATA 6.0 Gb/s
Western Digital Caviar Green,52.99,1000,0.053,5400,64,3.5,SATA 6.0 Gb/s
MSI SPATIUM M461,229.99,4000,0.057,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS900,26.34,250,0.105,SSD,,2.5,SATA 6.0 Gb/s
Kingston Fury Renegade with Heat Sink,97.99,1000,0.098,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA SU800,59.99,512,0.117,SSD,,2.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,,2000,,5900,64,3.5,SATA 6.0 Gb/s
TEAMGROUP CX2,28.99,512,0.057,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X24,479.99,24000,0.02,7200,512,3.5,SATA 6.0 Gb/s
SK Hynix Platinum P41,78,500,0.156,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba HDD2J92,,640,,5400,8,2.5,SATA 3.0 Gb/s
Silicon Power A55,48.97,1000,0.049,SSD,,M.2-2280,M.2 SATA
Seagate SkyHawk Surveillance,119,4000,0.03,7200,256,3.5,SATA 6.0 Gb/s
Corsair MP600 GS,93,1000,0.093,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP CX2,92.99,2000,0.046,SSD,,2.5,SATA 6.0 Gb/s
Samsung 960 Pro,134.99,512,0.264,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red Pro,299.99,16000,0.019,7200,256,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO LPX,89.99,1000,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 950 PRO,,256,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
FanXiang S660,124.99,2000,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP34,,4000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Transcend 110S,28.42,128,0.222,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power SU128GBSS3A55S25AE,16.98,128,0.133,SSD,,2.5,SATA 6.0 Gb/s
Intel DC P4511,140.19,1000,0.14,SSD,,M.2-22110,M.2 PCIe 3.0 X4
TEAMGROUP AX2,17.98,256,0.07,SSD,,2.5,SATA 6.0 Gb/s
ADATA Ultimate SU650,24.35,240,0.101,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP Cardea A440,89.99,1000,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket Q,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos 7E10 512e/4Kn,145.99,8000,0.018,7200,256,3.5,SATA 6.0 Gb/s
PNY CS2140,44.99,500,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 960 Evo,,1000,,SSD,1024,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,126.99,1000,0.127,SSD,,M.2-2280,M.2 SATA
ADATA XPG SPECTRIX S40G RGB,49,512,0.096,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate ST500LM021,21.89,500,0.044,7200,32,2.5,SATA 6.0 Gb/s
Seagate BarraCuda Pro Compute,197.15,12000,0.016,7200,256,3.5,SATA 6.0 Gb/s
Intenso Top Performance,39.83,512,0.078,SSD,,M.2-2280,M.2 SATA
KIOXIA EXCERIA,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA LEGEND 850 LITE,69.98,1000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Barracuda Compute,82,2000,0.041,5400,128,2.5,SATA 6.0 Gb/s
Western Digital Black,21,500,0.042,7200,32,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen5 12000,139.99,1000,0.14,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Mushkin Vortex Redline,84.99,1000,0.085,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG GAMMIX S60 Blade,74.99,1000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power P34A60,18.98,128,0.148,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue,49.99,1000,0.05,5400,64,3.5,SATA 6.0 Gb/s
Corsair MP700 PRO w/Heatsink,159.99,1000,0.16,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Intel 665p,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel 660p,199,2048,0.097,SSD,,M.2-2280,M.2 PCIe 3.0 X4
